source,type,text,image_url,is_promo,is_promotional
amazon,div,".usDeliver toIndiaInternational Shopping Transition AlertWe're showing you items that ship toIndia. To see items that ship to a different country, change your delivery address.DismissChange AddressDealsSelect the department you want to search inDealsAll DepartmentsArts & CraftsAutomotiveBabyBeauty & Personal CareBooksBoys' FashionComputersDealsDigital MusicElectronicsGirls' FashionHealth & HouseholdHome & KitchenIndustrial & ScientificKindle StoreLuggageMen's FashionMovies & TVMusic, CDs & VinylPet SuppliesPrime VideoSoftwareSports & OutdoorsTools & Home ImprovementToys & GamesVideo GamesWomen's FashionSearch AmazonENHello, sign inAccount & ListsReturns& Orders0Cart",,True,0
amazon,div,".usDeliver toIndiaInternational Shopping Transition AlertWe're showing you items that ship toIndia. To see items that ship to a different country, change your delivery address.DismissChange Address",,False,0
amazon,div,Deliver toIndia,,False,0
amazon,span,Deliver to,,False,0
amazon,div,"International Shopping Transition AlertWe're showing you items that ship toIndia. To see items that ship to a different country, change your delivery address.DismissChange Address",,False,0
amazon,div,"We're showing you items that ship toIndia. To see items that ship to a different country, change your delivery address.",,False,0
amazon,div,DismissChange Address,,False,0
amazon,span,Change Address,,False,0
amazon,div,"DealsSelect the department you want to search inDealsAll DepartmentsArts & CraftsAutomotiveBabyBeauty & Personal CareBooksBoys' FashionComputersDealsDigital MusicElectronicsGirls' FashionHealth & HouseholdHome & KitchenIndustrial & ScientificKindle StoreLuggageMen's FashionMovies & TVMusic, CDs & VinylPet SuppliesPrime VideoSoftwareSports & OutdoorsTools & Home ImprovementToys & GamesVideo GamesWomen's FashionSearch Amazon",,True,0
amazon,div,"DealsSelect the department you want to search inDealsAll DepartmentsArts & CraftsAutomotiveBabyBeauty & Personal CareBooksBoys' FashionComputersDealsDigital MusicElectronicsGirls' FashionHealth & HouseholdHome & KitchenIndustrial & ScientificKindle StoreLuggageMen's FashionMovies & TVMusic, CDs & VinylPet SuppliesPrime VideoSoftwareSports & OutdoorsTools & Home ImprovementToys & GamesVideo GamesWomen's Fashion",,True,0
amazon,div,Search Amazon,,False,0
amazon,div,"ENHello, sign inAccount & ListsReturns& Orders0Cart",,False,0
amazon,div,"Hello, sign inAccount & Lists",,False,0
amazon,div,"Hello, sign in",,False,0
amazon,span,Account & Lists,,False,0
amazon,a,Returns& Orders,,False,0
amazon,span,& Orders,,False,0
amazon,div,AllToday's DealsRegistryPrime VideoGift CardsCustomer ServiceSellDisability Customer Support,,True,0
amazon,div,Today's DealsRegistryPrime VideoGift CardsCustomer ServiceSellDisability Customer Support,,True,0
amazon,div,Today's Deals,,True,0
amazon,div,Prime Video,,False,0
amazon,div,Gift Cards,,False,0
amazon,div,Customer Service,,False,0
amazon,a,Disability Customer Support,,False,0
amazon,div,Today's DealsCouponsRenewed DealsOutletAmazon ResaleGrocery DealsSign inNew customer?Start here.Your ListsCreate a ListFind a List or RegistryYour AccountAccountOrdersRecommendationsBrowsing HistoryWatchlistVideo Purchases & RentalsKindle UnlimitedContent & DevicesSubscribe & Save ItemsMemberships & SubscriptionsMusic LibrarySign inNew customer?Start here.,,True,1
amazon,div,Today's DealsCouponsRenewed DealsOutletAmazon ResaleGrocery Deals,,True,0
amazon,a,Renewed Deals,,True,0
amazon,a,Amazon Resale,,False,0
amazon,a,Grocery Deals,,True,0
amazon,div,Sign inNew customer?Start here.Your ListsCreate a ListFind a List or RegistryYour AccountAccountOrdersRecommendationsBrowsing HistoryWatchlistVideo Purchases & RentalsKindle UnlimitedContent & DevicesSubscribe & Save ItemsMemberships & SubscriptionsMusic LibrarySign inNew customer?Start here.,,True,1
amazon,div,Sign inNew customer?Start here.Your ListsCreate a ListFind a List or RegistryYour AccountAccountOrdersRecommendationsBrowsing HistoryWatchlistVideo Purchases & RentalsKindle UnlimitedContent & DevicesSubscribe & Save ItemsMemberships & SubscriptionsMusic Library,,True,1
amazon,div,Sign inNew customer?Start here.,,False,0
amazon,a,Sign in,,False,0
amazon,div,New customer?Start here.,,False,0
amazon,a,Start here.,,False,0
amazon,div,Your ListsCreate a ListFind a List or Registry,,False,0
amazon,div,Your Lists,,False,0
amazon,a,Create a List,,False,0
amazon,a,Find a List or Registry,,False,0
amazon,div,Your AccountAccountOrdersRecommendationsBrowsing HistoryWatchlistVideo Purchases & RentalsKindle UnlimitedContent & DevicesSubscribe & Save ItemsMemberships & SubscriptionsMusic Library,,True,1
amazon,div,Your Account,,False,0
amazon,a,Browsing History,,False,0
amazon,a,Video Purchases & Rentals,,False,0
amazon,a,Kindle Unlimited,,False,0
amazon,a,Content & Devices,,False,0
amazon,a,Subscribe & Save Items,,True,1
amazon,a,Memberships & Subscriptions,,False,0
amazon,a,Music Library,,False,0
amazon,div,"Save on big purchasesSee morePrevious Page38% offLimited time deal$499.99$49999List:$799.99$799.99Philips 3200 Series Fully Automatic Espresso Machine, LatteGo Milk Frother, 5 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, My Coffee Choice, Black (EP3241/54)20% offLimited time deal$239.94$23994Typical:$299.94$299.94Braun Series 9 Pro 9419s Electric Shaver for Men, Wet & Dry Shave, Shaving Kit with 4+1 Head with ProLift Trimmer13% offLimited time deal$329.95$32995List:$379.95$379.95Vitamix E310 Explorian Blender, Professional-Grade, 48 oz. Container, Slate16% offLimited time deal$209.99$20999List:$249.99$249.99Ninja Air Fryer, 10QT DoubleStack XL 2-Basket, Compact Design, Cooks 5lb Whole Chicken, Feeds Up to 8 People, 6-in-1 Air Fryer, Roast, Bake & More, Easy to Clean, Dishwasher Safe Parts, Grey, SL40114% offLimited time deal$274.99$27499Typical:$319.00$319.00AMD Ryzen 9 5950X 16-core, 32-thread unlocked desktop processor42% offLimited time deal$349.99$34999Typical:$599.99$599.99Ninja Cookware, Ninja NeverStick Professional, 16-Piece Pots and Pans Set, Non Stick Frying Pans, Kitchen Essentials, Stock Pot, Sauce Pan, Glass Lids, Saute Pan, All Stovetops, Black, C3990034% offLimited time deal$249.99$24999List:$379.99$379.99Ninja Prestige Smart XL with Pro Cook System 10-in-1 Air Fry Digital Countertop Convection Toaster Oven with Air Fry, Air Roast, Broil & Bake, Pro Cook Thermometer, 1800 Watts, Stainless Steel, DT55116% offLimited time deal$269.96$26996List:$319.99$319.99Waykar 120 Pints Energy Star Home Dehumidifier for Spaces up to 6,000 Sq. Ft at Home, in Basements and Large Rooms with Drain Hose, Handle, Auto Defrost and Self-Drying.32% offLimited time deal$329.99$32999List:$484.99$484.99Coleman 4/6/8/10 Person Skydome Dark Room Tent with Rainfly, 5 Minute Setup, Blocks 90% of Sunlight, 20% More Headroom Than Traditional Tents31% offLimited time deal$345.00$34500List:$499.00$499.00Philips 1200 Series Fully Automatic Espresso Machine, Classic Milk Frother, 2 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, Aroma Seal, Black (EP1220/04)34% offLimited time deal$219.37$21937List:$329.95$329.95Gotham Steel Hammered 20 Pc Ceramic Cookware Set Nonstick, True Ceramic Pots and Pans Set Non Stick with Deep Square Pan Set & Bakeware Set, Non Toxic PFOA PFOS Free, Oven & Dishwasher SafeNext PageCan't-miss offersPrevious pageFitness deals under $25Fitness deals under $25Over 50% off electronicsOver 50% off electronicsSave on fashion dealsSave on fashion dealsBeauty under $25Beauty under $25Deals just for youDeals just for youLightning deals over 50% offLightning deals over 50% offSave on outletSave on outlet25% off or more on home25% off or more on homeNext pageToday's Dealsundefined.TrendingLightning dealsCustomers' Most-LovedSummer FavoritesOutletBeautyFashionHomeToys & GamesElectronicsDevicesKitchenEveryday EssentialsAmazon BrandsComputers & AccessoriesPet SuppliesFurnitureTVs & AccessoriesHome DIY & AppliancesSports & OutdoorsGroceryHealth & HouseholdCell Phones & AccessoriesSmall BusinessVideo GamesLawn & GardenAutomotiveCamera & PhotoBooksJewelryBabyOffice SuppliesMusical InstrumentsCouponsDiscounts gridFiltered byTrendingTrendingClear FiltersDepartmentAllAmazon Devices & AccessoriesAppliancesArts, Crafts & SewingAudible Books & OriginalsSee more filter optionsSee moreBrandsSharkDURACELLGarminBissellSee more filter optionsSee moreCustomer ReviewsAll& upPrice$0 – $3,200Discount0% – 100%Prime ProgramsPrime ExclusivePrime Early Access18% offLimited time dealDuracell Coppertop AA Batteries with Power Boost Ingredients, 28 Count (Pack of 1) Long-lasting Alkaline Double AA Battery in Re-closable Pack for Quick Access and Organized StorageDuracell Coppertop AA Batteries with Power Boos…12% offLimited time dealBIC Xtra Smooth Mechanical Pencil, 0.7 mm Medium Point, Refillable and Retractable, 40-Count PackBIC Xtra Smooth Mechanical Pencil, 0.7 mm Medium P…88% claimed20% offLimited time dealEnergizer Alkaline Power AA Batteries (20 Pack), Double A Long-Lasting Alkaline BatteriesEnergizer Alkaline Power AA Batteries (20 Pack), Doubl…41% offLimited time dealShark Upright Vacuum, Navigator Lift-Away Deluxe with Large Dust Cup Capacity, HEPA Filter, Swivel Steering, Upholstery Tool & Crevice Tool, Blue, NV360Shark Upright Vacuum, Navigator Lift-Away Delux…+2 colors/patternsJavascript RequiredWe're sorry, but this widget requires JavaScript. Please enable JavaScript to interact with it!",,True,1
amazon,div,"Save on big purchasesSee morePrevious Page38% offLimited time deal$499.99$49999List:$799.99$799.99Philips 3200 Series Fully Automatic Espresso Machine, LatteGo Milk Frother, 5 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, My Coffee Choice, Black (EP3241/54)20% offLimited time deal$239.94$23994Typical:$299.94$299.94Braun Series 9 Pro 9419s Electric Shaver for Men, Wet & Dry Shave, Shaving Kit with 4+1 Head with ProLift Trimmer13% offLimited time deal$329.95$32995List:$379.95$379.95Vitamix E310 Explorian Blender, Professional-Grade, 48 oz. Container, Slate16% offLimited time deal$209.99$20999List:$249.99$249.99Ninja Air Fryer, 10QT DoubleStack XL 2-Basket, Compact Design, Cooks 5lb Whole Chicken, Feeds Up to 8 People, 6-in-1 Air Fryer, Roast, Bake & More, Easy to Clean, Dishwasher Safe Parts, Grey, SL40114% offLimited time deal$274.99$27499Typical:$319.00$319.00AMD Ryzen 9 5950X 16-core, 32-thread unlocked desktop processor42% offLimited time deal$349.99$34999Typical:$599.99$599.99Ninja Cookware, Ninja NeverStick Professional, 16-Piece Pots and Pans Set, Non Stick Frying Pans, Kitchen Essentials, Stock Pot, Sauce Pan, Glass Lids, Saute Pan, All Stovetops, Black, C3990034% offLimited time deal$249.99$24999List:$379.99$379.99Ninja Prestige Smart XL with Pro Cook System 10-in-1 Air Fry Digital Countertop Convection Toaster Oven with Air Fry, Air Roast, Broil & Bake, Pro Cook Thermometer, 1800 Watts, Stainless Steel, DT55116% offLimited time deal$269.96$26996List:$319.99$319.99Waykar 120 Pints Energy Star Home Dehumidifier for Spaces up to 6,000 Sq. Ft at Home, in Basements and Large Rooms with Drain Hose, Handle, Auto Defrost and Self-Drying.32% offLimited time deal$329.99$32999List:$484.99$484.99Coleman 4/6/8/10 Person Skydome Dark Room Tent with Rainfly, 5 Minute Setup, Blocks 90% of Sunlight, 20% More Headroom Than Traditional Tents31% offLimited time deal$345.00$34500List:$499.00$499.00Philips 1200 Series Fully Automatic Espresso Machine, Classic Milk Frother, 2 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, Aroma Seal, Black (EP1220/04)34% offLimited time deal$219.37$21937List:$329.95$329.95Gotham Steel Hammered 20 Pc Ceramic Cookware Set Nonstick, True Ceramic Pots and Pans Set Non Stick with Deep Square Pan Set & Bakeware Set, Non Toxic PFOA PFOS Free, Oven & Dishwasher SafeNext Page",,True,1
amazon,div,Save on big purchasesSee more,,True,1
amazon,div,Save on big purchases,,True,1
amazon,a,See more,,False,0
amazon,div,"Previous Page38% offLimited time deal$499.99$49999List:$799.99$799.99Philips 3200 Series Fully Automatic Espresso Machine, LatteGo Milk Frother, 5 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, My Coffee Choice, Black (EP3241/54)20% offLimited time deal$239.94$23994Typical:$299.94$299.94Braun Series 9 Pro 9419s Electric Shaver for Men, Wet & Dry Shave, Shaving Kit with 4+1 Head with ProLift Trimmer13% offLimited time deal$329.95$32995List:$379.95$379.95Vitamix E310 Explorian Blender, Professional-Grade, 48 oz. Container, Slate16% offLimited time deal$209.99$20999List:$249.99$249.99Ninja Air Fryer, 10QT DoubleStack XL 2-Basket, Compact Design, Cooks 5lb Whole Chicken, Feeds Up to 8 People, 6-in-1 Air Fryer, Roast, Bake & More, Easy to Clean, Dishwasher Safe Parts, Grey, SL40114% offLimited time deal$274.99$27499Typical:$319.00$319.00AMD Ryzen 9 5950X 16-core, 32-thread unlocked desktop processor42% offLimited time deal$349.99$34999Typical:$599.99$599.99Ninja Cookware, Ninja NeverStick Professional, 16-Piece Pots and Pans Set, Non Stick Frying Pans, Kitchen Essentials, Stock Pot, Sauce Pan, Glass Lids, Saute Pan, All Stovetops, Black, C3990034% offLimited time deal$249.99$24999List:$379.99$379.99Ninja Prestige Smart XL with Pro Cook System 10-in-1 Air Fry Digital Countertop Convection Toaster Oven with Air Fry, Air Roast, Broil & Bake, Pro Cook Thermometer, 1800 Watts, Stainless Steel, DT55116% offLimited time deal$269.96$26996List:$319.99$319.99Waykar 120 Pints Energy Star Home Dehumidifier for Spaces up to 6,000 Sq. Ft at Home, in Basements and Large Rooms with Drain Hose, Handle, Auto Defrost and Self-Drying.32% offLimited time deal$329.99$32999List:$484.99$484.99Coleman 4/6/8/10 Person Skydome Dark Room Tent with Rainfly, 5 Minute Setup, Blocks 90% of Sunlight, 20% More Headroom Than Traditional Tents31% offLimited time deal$345.00$34500List:$499.00$499.00Philips 1200 Series Fully Automatic Espresso Machine, Classic Milk Frother, 2 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, Aroma Seal, Black (EP1220/04)34% offLimited time deal$219.37$21937List:$329.95$329.95Gotham Steel Hammered 20 Pc Ceramic Cookware Set Nonstick, True Ceramic Pots and Pans Set Non Stick with Deep Square Pan Set & Bakeware Set, Non Toxic PFOA PFOS Free, Oven & Dishwasher SafeNext Page",,True,1
amazon,div,Previous Page,,False,0
amazon,div,"38% offLimited time deal$499.99$49999List:$799.99$799.99Philips 3200 Series Fully Automatic Espresso Machine, LatteGo Milk Frother, 5 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, My Coffee Choice, Black (EP3241/54)20% offLimited time deal$239.94$23994Typical:$299.94$299.94Braun Series 9 Pro 9419s Electric Shaver for Men, Wet & Dry Shave, Shaving Kit with 4+1 Head with ProLift Trimmer13% offLimited time deal$329.95$32995List:$379.95$379.95Vitamix E310 Explorian Blender, Professional-Grade, 48 oz. Container, Slate16% offLimited time deal$209.99$20999List:$249.99$249.99Ninja Air Fryer, 10QT DoubleStack XL 2-Basket, Compact Design, Cooks 5lb Whole Chicken, Feeds Up to 8 People, 6-in-1 Air Fryer, Roast, Bake & More, Easy to Clean, Dishwasher Safe Parts, Grey, SL40114% offLimited time deal$274.99$27499Typical:$319.00$319.00AMD Ryzen 9 5950X 16-core, 32-thread unlocked desktop processor42% offLimited time deal$349.99$34999Typical:$599.99$599.99Ninja Cookware, Ninja NeverStick Professional, 16-Piece Pots and Pans Set, Non Stick Frying Pans, Kitchen Essentials, Stock Pot, Sauce Pan, Glass Lids, Saute Pan, All Stovetops, Black, C3990034% offLimited time deal$249.99$24999List:$379.99$379.99Ninja Prestige Smart XL with Pro Cook System 10-in-1 Air Fry Digital Countertop Convection Toaster Oven with Air Fry, Air Roast, Broil & Bake, Pro Cook Thermometer, 1800 Watts, Stainless Steel, DT55116% offLimited time deal$269.96$26996List:$319.99$319.99Waykar 120 Pints Energy Star Home Dehumidifier for Spaces up to 6,000 Sq. Ft at Home, in Basements and Large Rooms with Drain Hose, Handle, Auto Defrost and Self-Drying.32% offLimited time deal$329.99$32999List:$484.99$484.99Coleman 4/6/8/10 Person Skydome Dark Room Tent with Rainfly, 5 Minute Setup, Blocks 90% of Sunlight, 20% More Headroom Than Traditional Tents31% offLimited time deal$345.00$34500List:$499.00$499.00Philips 1200 Series Fully Automatic Espresso Machine, Classic Milk Frother, 2 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, Aroma Seal, Black (EP1220/04)34% offLimited time deal$219.37$21937List:$329.95$329.95Gotham Steel Hammered 20 Pc Ceramic Cookware Set Nonstick, True Ceramic Pots and Pans Set Non Stick with Deep Square Pan Set & Bakeware Set, Non Toxic PFOA PFOS Free, Oven & Dishwasher Safe",,True,1
amazon,div,"38% offLimited time deal$499.99$49999List:$799.99$799.99Philips 3200 Series Fully Automatic Espresso Machine, LatteGo Milk Frother, 5 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, My Coffee Choice, Black (EP3241/54)",,True,1
amazon,div,38% offLimited time deal,,True,1
amazon,div,38% off,,True,1
amazon,div,Limited time deal,,True,1
amazon,span,"Philips 3200 Series Fully Automatic Espresso Machine, LatteGo Milk Frother, 5 Coffee Varieties, Intuitive Touch Display, 100% Ceramic Grinder, AquaClean Filter, My Coffee Choice, Black (EP3241/54)",,True,0
amazon,div,"20% offLimited time deal$239.94$23994Typical:$299.94$299.94Braun Series 9 Pro 9419s Electric Shaver for Men, Wet & Dry Shave, Shaving Kit with 4+1 Head with ProLift Trimmer",,True,1
amazon,div,20% offLimited time deal,,True,1
amazon,div,20% off,,True,1
amazon,span,"Braun Series 9 Pro 9419s Electric Shaver for Men, Wet & Dry Shave, Shaving Kit with 4+1 Head with ProLift Trimmer",,False,0
amazon,div,"13% offLimited time deal$329.95$32995List:$379.95$379.95Vitamix E310 Explorian Blender, Professional-Grade, 48 oz. Container, Slate",,True,1
amazon,div,13% offLimited time deal,,True,1
amazon,div,13% off,,True,1
amazon,span,"Vitamix E310 Explorian Blender, Professional-Grade, 48 oz. Container, Slate",,False,0
amazon,div,"16% offLimited time deal$209.99$20999List:$249.99$249.99Ninja Air Fryer, 10QT DoubleStack XL 2-Basket, Compact Design, Cooks 5lb Whole Chicken, Feeds Up to 8 People, 6-in-1 Air Fryer, Roast, Bake & More, Easy to Clean, Dishwasher Safe Parts, Grey, SL401",,True,1
amazon,div,16% offLimited time deal,,True,1
amazon,div,16% off,,True,1
amazon,span,"Ninja Air Fryer, 10QT DoubleStack XL 2-Basket, Compact Design, Cooks 5lb Whole Chicken, Feeds Up to 8 People, 6-in-1 Air Fryer, Roast, Bake & More, Easy to Clean, Dishwasher Safe Parts, Grey, SL401",,True,0
amazon,div,"14% offLimited time deal$274.99$27499Typical:$319.00$319.00AMD Ryzen 9 5950X 16-core, 32-thread unlocked desktop processor",,True,1
amazon,div,14% offLimited time deal,,True,1
amazon,div,14% off,,True,1
